Column1;Column2;Column3;Column4;Column5;Column6
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
AHÞAP EV;FATÝH;CANKURTARAN;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;FERÝKÖY;OSMANLI;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;TARABYA;;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;YAHYA KAHYA;OSMANLI;41.049433;28.944783
KÂRGÝR YAPI DUVAR KALINTISI;BEYOÐLU;PÜRTELAÞ HASAN EFENDÝ;OSMANLI;41.0304014;28.9885218
HAVUZ;EYÜPSULTAN;GÜZELTEPE;;41.1002377;28.9470422
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KOCATEPE;OSMANLI;41.049433;28.944783
ÝSTANBUL MÜFTÜLÜÐÜ - ESKÝ KONAK TEMEL DUVARI;FATÝH;DEMÝRTAÞ;OSMANLI;41.0174351;28.9635599
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
MÜSAHÝPZADE CELAL EVÝ;ÜSKÜDAR;AHMEDÝYE;OSMANLI;41.0164761;29.0170575
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;CUMHURÝYET;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
AHÞAP EV;FATÝH;KALENDERHANE;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
;BAKIRKÖY;ZUHURATBABA;;40.9897012;28.8640496
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177011;28.9619616
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177011;28.9619616
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;TEÞVÝKÝYE;OSMANLI;41.05151499999999;28.9986363
ES'AD EFENDÝ MEDRESESÝ;FATÝH;BALAT;OSMANLI;41.0321621;28.9469361
AHÞAP EV;ÜSKÜDAR;SULTANTEPE;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CANKURTARAN;CUMHURÝYET;41.0139702;28.9701897
KÂRGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
SIRA DÜKKÂN;FATÝH;SURURÝ;OSMANLI;41.0178761;28.9682914
AHÞAP EV;BEYKOZ;PAÞABAHÇE;OSMANLI;41.0850841;29.0066473
SELÂMÝ ALÝ EFENDÝ HAMAMI KALINTISI;ÜSKÜDAR;SELAMÝ ALÝ;OSMANLI;41.0250049;29.0292629
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;SELAMÝ ALÝ;OSMANLI;41.0250049;29.0292629
MEHMET ABUD EFENDÝ YALISI;ÜSKÜDAR;KANDÝLLÝ;OSMANLI;41.0755995;29.0620921
KAGÝR EV;BAKIRKÖY;YEÞÝLKÖY;OSMANLI;40.9776484;28.8188948
ÇUKUR YALI;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0468597;29.04916
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;OSMANLI;41.1635035;29.0450624
MISIR TARLASI MEZARLIÐI;EYÜPSULTAN;DEFTERDAR;OSMANLI;41.0332385;28.9339374
KAGÝR EV;FATÝH;DEMÝRTAÞ;OSMANLI;41.018062;28.9648725
ALÝ NÝZAMÝ PAÞA KÖÞKÜ;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;40.9944406;29.0265774
AHÞAP EV;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0338085;29.03165
RUM MEHMED PAÞA KÜLLÝYESÝ - HAZÝRE B;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0244615;29.010961
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
RAMAZAN EFENDÝ KÜLLÝYESÝ - ÞADIRVAN;FATÝH;SÝLÝVRÝKAPI;OSMANLI;41.0052367;28.9306915
FRANSIZ LA PAIX HASTANESÝ C BLOK;ÞÝÞLÝ;19 MAYIS;CUMHURÝYET;41.0589307;28.9921599
TRAFO;FATÝH;CANKURTARAN;OSMANLI;41.0103672;28.9834284
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;SARIYER MERKEZ;;41.1622917;29.0474203
NAÝLE SULTAN KORUSU-A YAPISI;BEÞÝKTAÞ;ORTAKÖY;OSMANLI;41.05193999999999;29.0318895
;ÜSKÜDAR;SELÝMÝYE;;41.0079758;28.9825584
AHÞAP EV;BEYKOZ;ANADOLUFENERÝ;OSMANLI;41.1962258;29.1695245
SAINT JOSEPH LÝSESÝ-A1;KADIKÖY;CAFERAÐA;OSMANLI;40.9832253;29.028721
UNKAPANI DEÐÝRMENÝ - DEPO 3 VE ÝDARÝ BÝNA ;FATÝH;YAVUZ SÝNAN;OSMANLI;41.0205705;28.9625557
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BEDRETTÝN;OSMANLI;41.049433;28.944783
MÝHRÝMAH SULTAN KÜLLÝYESÝ - SIRA DÜKKÂN;FATÝH;KARAGÜMRÜK;OSMANLI;41.0267792;29.0159815
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;MECÝDÝYE;OSMANLI;41.0509393;29.021261
KÖÞK;KADIKÖY;FENERYOLU;OSMANLI;40.9783382;29.0670212
SIRA EV;ÞÝÞLÝ;ÝNÖNÜ;CUMHURÝYET;41.0450451;28.98422009999999
AHÞAP EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;ACIBADEM;;41.0010389;29.029593
MARMARA ÜNÝVERSÝTESÝ REKTÖRLÜK BÝNASI;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;40.9858237;29.05100809999999
KARGÝR ÜSTÜ AHÞAP KÖÞK;ADALAR;HEYBELÝADA;OSMANLI;40.87797399999999;29.095299
AHÞAP EV;ÜSKÜDAR;MÝMAR SÝNAN;OSMANLI;41.0338085;29.03165
SAHADA DÜZELECEK;FATÝH;CANKURTARAN;;41.0103672;28.9834284
MEZAR, ÇEÞME KÝTABESÝ, TONOZ ÖRTÜ;SARIYER;ÝSTÝNYE;;41.11622089999999;29.04890199999999
ÜSTÜNDE ODALARI OLAN KÂRGÝR DÜKKAN;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
Marmara Surlarý, 82. ve 83. kuleler arasýndaki sur duvarý;FATÝH;CERRAHPAÞA;ROMA;41.0037905;28.9397639
DUVAR;FATÝH;DEMÝRTAÞ;OSMANLI;41.018062;28.9648725
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.068056;29.043056
BALIKLI RUM HASTANESÝ - MUTFAK;ZEYTÝNBURNU;KAZLIÇEÞME;;40.9996241;28.9177905
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;HALASKARGAZÝ;CUMHURÝYET;41.0521292;28.9665703
CAMONDO APARTMANI;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.0325234;28.9766294
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KURFALLI;OSMANLI;41.13301999999999;29.825594
BÜYÜKADA RUM YETÝMHANESÝ - 7 NUMARALI SU KUYUSU/SU HAZNESÝ;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SADRAZAM KAPTAN-I DERYA ÝBRAHÝM PAÞA KÜLLÝYESÝ - DUVAR;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0127248;28.9623116
ÝLK BAHAR APARTMANI;BEYOÐLU;KOCATEPE;;41.012772;28.942658
SARNIÇ;SARIYER;TARABYA;;41.170621;29.02972
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;YALIKÖY;OSMANLI;41.1228017;29.1051816
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
KULELI APARTMANI;FATÝH;AKÞEMSETTÝN;CUMHURÝYET;41.0164205;28.9487243
KAGÝR EV;ÇATALCA;KARACAKÖY MERKEZ;CUMHURÝYET;41.402977;28.381732
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;TOMTOM;CUMHURÝYET;41.049433;28.944783
AHÞAP EV;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;OSMANLI;41.049433;28.944783
KILIÇ ALÝ PAÞA KÜLLÝYESÝ -  SEBÝL;BEYOÐLU;KEMANKEÞ KARAMUSTAFAPAÞA;OSMANLI;41.0264213;28.9808356
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;FERÝKÖY;OSMANLI;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;CÝHANGÝR;CUMHURÝYET;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AKSARAY;OSMANLI;41.0139702;28.9701897
DÜKKÂN;FATÝH;SARIDEMÝR;OSMANLI;41.0178761;28.9682914
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;MECÝDÝYE;OSMANLI;41.0509393;29.021261
TAKSÝM SU TERAZÝSÝ;ÞÝÞLÝ;HARBÝYE;OSMANLI;41.0405975;28.987479
NASUHÝ MEHMET EFENDÝ TEKKESÝ;ÜSKÜDAR;SALACAK;OSMANLI;41.0181772;29.0133987
OKULUN DEPOSU ;FATÝH;ALEMDAR;OSMANLI;41.026907;28.978302
ÇEÞME ;FATÝH;ALEMDAR;OSMANLI;41.0082231;28.9768892
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;DOÐANCILI;OSMANLI;41.1923;29.4436
AHÞAP EV;BEYKOZ;YALIKÖY;;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;YAZIMANAYIR;OSMANLI;41.0693;29.6857
KINALI KÖPRÜ KALINTILARI;SÝLÝVRÝ;BALABAN;;41.1317668;28.0712981
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0422255;29.044538
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
ÝNGÝLTERE ÝSTANBUL BAÞKONSOLOSLUÐU - GÝRÝÞ KAPISI;BEYOÐLU;KAMER HATUN;OSMANLI;41.0334205;28.975324
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HACIMÝMÝ;;41.049433;28.944783
CAFER AÐA CAMÝÝ;FATÝH;ÞEHREMÝNÝ;OSMANLI;41.02853169999999;28.9485197
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
AHÞAP EV;FATÝH;MOLLA HÜSREV;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KÜÇÜKÇAMLICA;OSMANLI;41.0142241;29.066357
DUVAR;BEÞÝKTAÞ;KURUÇEÞME;OSMANLI;41.0616299;29.0329
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;YALIKÖY;OSMANLI;41.1228017;29.1051816
;ÜSKÜDAR;SELÝMÝYE;;41.0079758;28.9825584
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;NÝÞANCI;OSMANLI;41.0742819;28.9230501
ÇEÞME;BEYOÐLU;KÜÇÜK PÝYALE;OSMANLI;41.0444728;28.9691794
ÇEÞME;BEYKOZ;ANADOLU HÝSARI;;41.085932;29.0707204
HACI ABDURHAMAN EFENDÝ KONAÐI;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0228524;29.0118038
AHÞAP EV;ADALAR;NÝZAM;OSMANLI;40.8653698;29.1165628
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
ÝÞYERÝ;FATÝH;DEMÝRTAÞ;OSMANLI;41.015386;28.959495
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;;41.049433;28.944783
HATÝCE USTA CAMÝÝ;FATÝH;BALABANAÐA;OSMANLI;41.0105775;28.9594145
KÂRGÝR EV;FATÝH;DERVÝÞ ALÝ;OSMANLI;41.02850670000001;28.9404917
SÜLEYMAN AÐA TÜRBESÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0411776;28.936858
KUYU;EYÜPSULTAN;RAMÝ CUMA;OSMANLI;41.0319759;28.9763054
SUR ÝSTÝNAT DUVAR KALINTISI - KALE (ARKEOLOJÝK SÝT ALANI);AVCILAR;FÝRUZKÖY;ANTÝK;41.01534789999999;28.7314618
NÝGOGAYOS KÝLÝSESÝ - BAHÇE DUVARI;FATÝH;TOPKAPI;OSMANLI;41.0200892;28.9310295
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;MERKEZ;OSMANLI;41.1415;29.14399999999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KISIKLI;OSMANLI;41.0257598;29.0707204
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ZEYREK;OSMANLI;41.0139702;28.9701897
KÂRGÝR EV;FATÝH;BALAT;OSMANLI;41.0292106;28.9484978
KÂRGÝR EV;FATÝH;BALAT;OSMANLI;41.0292106;28.9484978
SÝPER;ÇATALCA;ÖRCÜNLÜ;CUMHURÝYET;41.2245;28.5237
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;OSMANLI;41.0047076;28.96814719999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
DÜKKÂN;FATÝH;MERCAN;OSMANLI;41.0178761;28.9682914
EDEN APARTMANI;BEYOÐLU;KOCATEPE;CUMHURÝYET;41.0317098;28.9843848
AHÞAP BÝNA;FATÝH;DEMÝRTAÞ;OSMANLI;41.018062;28.9648725
BALIKLI RUM HASTANESÝ;ZEYTÝNBURNU;KAZLIÇEÞME;OSMANLI;40.9996241;28.9177905
AYA MÝNA RUM ORTODOKS KÝLÝSESÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;41.0005101;28.9318613
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ASMALI MESCÝT;OSMANLI;41.049433;28.944783
AHÞAP EV;BAKIRKÖY;CEVÝZLÝK;OSMANLI;40.993513;28.784624
ALTINDA DÜKKÂNI OLAN APARTMAN;BEYOÐLU;KATÝPMUSTAFA ÇELEBÝ;OSMANLI;41.032734;28.9840765
FERHAT PAÞA TÜRBESÝ KUYUSU;EYÜPSULTAN;MERKEZ;OSMANLI;41.0468661;28.9355362
HEYBELÝADA SANATORYUMU - ERKEKLER BÖLÜMÜ;ADALAR;HEYBELÝADA;CUMHURÝYET;40.8695631;29.0904631
SIRA EV;FATÝH;BALAT;OSMANLI;41.0292106;28.9484978
AHÞAP EV;BEYKOZ;ANADOLU KAVAÐI;;41.17314409999999;29.0939685
DÜKKÂN;FATÝH;MERCAN;OSMANLI;41.0178761;28.9682914
ZEYNEP SULTAN KÜLLÝYESÝ - CAMÝ ;FATÝH;ALEMDAR;OSMANLI;41.0100905;28.9784452
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ESKÝÞEHÝR;CUMHURÝYET;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;YENÝÞEHÝR;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CANKURTARAN;OSMANLI;41.0139702;28.9701897
KÂRGÝR APARTMAN;ÞÝÞLÝ;BOZKURT;;41.0489703;28.9841561
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
FATÝH KÜLLÝYESÝ - ÇEVRE DUVARI;FATÝH;ALÝ KUÞÇU;;41.0196532;28.9499187
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.049433;28.944783
ÇAKMAK HATTI SAVUNMA YAPISI;ARNAVUTKÖY;YEÞÝLBAYIR;CUMHURÝYET;41.130085;28.608156
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
KAYMAKÇI TEKKESÝ -  ÝSKENDER BABA TÜRBESÝ;ÜSKÜDAR;AHMEDÝYE;OSMANLI;41.0189911;29.0163885
SEYYÝD ÖMER CAMÝÝ HAZÝRESÝ ;FATÝH;SEYYÝD ÖMER;OSMANLI;41.0098205;28.9318939
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;MÝMAR SÝNAN;OSMANLI;41.0231502;29.021261
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0361216;29.0372643
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;GÖKSU;OSMANLI;41.1728807;29.6122329
KÂRGÝR APARTMAN;FATÝH;MÝMAR HAYRETTÝN;OSMANLI;41.0074242;28.9666918
KALINTI;FATÝH;CANKURTARAN;BÝZANS;41.0103672;28.9834284
ÇEÞME YALAÐI;ÜSKÜDAR;KANDÝLLÝ;;41.0743611;29.05830559999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;MERKEZ;CUMHURÝYET;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;OSMANLI;41.049433;28.944783
SOKULLU KÜLLÝYESÝ - HAZÝRE;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0047493;28.9722094
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;ZÜHTÜPAÞA;OSMANLI;40.9919939;29.0291886
HASKÖY MAALEM MUSEVÝ SÝNAGOGU;BEYOÐLU;KEÇECÝ PÝRÝ;OSMANLI;41.0402199;28.953251
KAGÝR EV;BAKIRKÖY;YEÞÝLKÖY;;40.9776484;28.8188948
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ASMALI MESCÝT;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;SURURÝ MEHMET EFENDÝ;;41.0371087;28.9725134
KAGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
FENERYOLU RECAÝ YAHYA CAMÝÝ;KADIKÖY;FENERYOLU;CUMHURÝYET;40.979719;29.0474482
FATÝH KÜLLÝYESÝ - KARADENÝZ AYAK ÇÝFTE KURÞUNLU MEDRESESÝ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0196532;28.9499187
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
SENÝYE SULTAN KÖÞKÜ-ÇEÞME;BEÞÝKTAÞ;BALMUMCU;OSMANLI;41.0591046;29.0147137
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ASMALI MESCÝT;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;RUMELÝ HÝSARI;;41.0952869;29.0328543
KUÞ EVÝ;ÜSKÜDAR;ALTUNÝZADE;OSMANLI;41.0206267;29.0430833
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0556338;28.9310833
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
ÝZMÝRLÝOÐLU HANI;FATÝH;MERCAN;OSMANLI;40.9932798;28.8810068
HACI MAHMUD AÐA TEKKESÝ - HAZÝRE;ZEYTÝNBURNU;MERKEZEFENDÝ;;41.049031;28.941498
HACI BEÞÝR AÐA KÜLLÝYESÝ - DÜKKÂN;FATÝH;ALEMDAR;OSMANLI;41.0107021;28.9772759
AHÞAP EV;ADALAR;KINALIADA;OSMANLI;40.90907;29.053205
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;OSMANLI;41.0047076;28.96814719999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;;41.0047076;28.96814719999999
KARGADERE KEMERÝ;SULTANGAZÝ;CUMHURÝYET;OSMANLI;41.0861871;28.8757003
MEZARLIK;EYÜPSULTAN;MERKEZ;OSMANLI;41.05404720000001;28.933941
KÂRGÝR EV;FATÝH;BALAT;OSMANLI;41.0292106;28.9484978
ALÝPAÞA CAMÝÝ HAZÝRESÝ;SÝLÝVRÝ;ALÝPAÞA;OSMANLI;41.11071219999999;28.2203273
HATÝCE USTA ÇEÞMESÝ;FATÝH;BALABANAÐA;OSMANLI;41.0105775;28.9594145
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;;41.0047076;28.96814719999999
DÜKKÂN;FATÝH;MERCAN;OSMANLI;41.0178761;28.9682914
SARNIÇ;FATÝH;YEDÝKULE;;40.9938637;28.9252063
AHÞAP EV;KADIKÖY;CAFERAÐA;OSMANLI;41.0338085;29.03165
DÜKKAN III;BEYKOZ;MERKEZ;;41.1429436;29.1782018
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KIZILCA;OSMANLI;41.0033999;29.6721224
SÝVÝL MÝMARLIK ÖRNEÐÝ;KARTAL;YUKARI;OSMANLI;40.8909757;29.1833985
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BOSTAN;OSMANLI;41.049433;28.944783
AHÞAP EV;BAKIRKÖY;CEVÝZLÝK;OSMANLI;40.993513;28.784624
MALÝK AÐA ÇEÞMESÝ;BEYLÝKDÜZÜ;GÜRPINAR;OSMANLI;40.9902486;28.6127916
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;BOZKURT;OSMANLI;41.0521292;28.9665703
AHÞAP EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
AHÞAP EV;ADALAR;KINALIADA;OSMANLI;40.90907;29.053205
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;SULTANTEPE;OSMANLI;41.0292993;29.0241708
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BÝNBÝRDÝREK;OSMANLI;41.0139702;28.9701897
HASEKÝ HÜRREM SULTAN HAMAMI;FATÝH;CANKURTARAN;OSMANLI;41.0072579;28.9791368
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
FEVZÝYE CAMÝÝ;ÜSKÜDAR;SELAMÝ ALÝ;OSMANLI;40.99729200000001;29.0655511
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
HACI SAYÝD APARTMANI;BEYOÐLU;ÞAHKULU;OSMANLI;41.0269587;28.9741416
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0422255;29.044538
KÂRGÝR EV;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0136361;28.9630532
SARNIÇ KALINTISI;FATÝH;KATÝP KASIM;;41.0074098;28.973556
SARNICI VE KUYUSU OLAN AHÞAP EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
KAGÝR EV;BEYKOZ;MERKEZ;OSMANLI;41.1429436;29.1782018
ESKÝ 252 ADADAKÝ FATMA HATUN CAMÝÝ;ÜSKÜDAR;MURATREÝS;OSMANLI;41.0231899;29.0235509
SÜTUN BAÞLIÐI KALINTISI;FATÝH;SÝLÝVRÝKAPI;BÝZANS;41.0054387;28.92739
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KISIKLI;OSMANLI;41.0257598;29.0707204
SIRA DÜKKAN;FATÝH;TAYA HATUN;;41.0124203;28.9696027
BÜYÜK SARAY KALINTILARI;FATÝH;CANKURTARAN;ROMA;41.0073477;28.9803969
KAGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
ÝPEK SÝNEMASI;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.035123;28.9786987
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;FÝRUZAÐA;OSMANLI;41.049433;28.944783
AHÞAP EV;BAKIRKÖY;YEÞÝLKÖY;;40.993513;28.784624
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
